concept_id,concept_from_alex_street
1281315256,stamps
2233114988,maintaining
442182255,eato
2176973668,paramour
2669983926,strains
1067375560,emulate
4124501955,drily
4283912044,stall
688125901,ceased
542811877,ascribed
2858015139,norman
2995284869,spokesmen
3089166274,vacations
3969630159,swamps
1802014936,dealers
2768892943,moorman
168486265,tanganyika
3548428149,shipley
1836615208,strathmorejenks
3462797425,flush
1673971413,cultivation
767400438,mohammedan
1792414837,robbers
3696049012,serfdom
52694417,washhouses
54056354,harper&apos
64219808,perfectly
1072628551,oysters
1528028447,spied
2186360238,staffs
451269426,finley
2327919867,symphony
1949192227,memoriam
3972823130,directions
1880512628,straighten
4208198451,exclaims
3505265417,shepherdess
2865883515,react
2228957638,reformatories
3290220689,harriman
2330553390,kankakee
2061124066,taj-mahal
4118898144,leach
2140863820,cicero
2822680260,spooner
1099573558,sailing
3124071369,annulment
3458332283,virility
2255661244,hyman
645636326,efficacy
2498739885,lincolnshire
1271195680,laurel
2894438749,penetrate
3434058385,darlin
16361773,compounds
3562169574,scrubwomen
3590513090,shaft
1515494868,resumed
3860737818,objected
174488335,fatherhood
3135509535,colfax
3976853505,suspended
556227885,canner
86198401,huff
1770378822,drawback
2605909075,elective
2592509973,endured
531259059,fifty-seventh
1210083017,impressionists
64337976,revolver
2373872817,fatal
2723372146,conqueresse
3966455494,questioner
3104211977,tendrils
1515139957,anchises
2372423178,lotz
3450585686,criticize
3208285521,cleared
3514777709,eradication
58238643,invests
3018481021,greater-recognition-for-women
1123440300,harlow
2242377855,german
1478785461,shawl
1264217620,reichsrat
33296474,menelaus
3205226516,permanently
2741040562,foreman
700513904,locating
1862767129,aspiring
3681017536,guitars
183050767,labours
3155759706,corruption
3600346938,laertes
751883127,creditable
95211516,evaded
3576600151,condemnation
2553526031,publisher
4091366891,crucify
277445020,miniature
