concept_id,concept_from_alex_street
1335745709,founders
4082172162,hour
942891149,reprinted
3902453738,institution
2688783094,mccallum
2688956021,ludovici
4278545538,kindergarten
3602078468,places
660244861,specialized
1614581504,aristocrats
2629897871,tent
2018836599,athens
829291041,ogden
166597943,mussolini
4102384490,guidance
189066111,level
2490292378,kahn
1836669566,moss
2849297357,times
3434215830,misery
1024783238,scene
54844999,sayer
1405804587,immoral
923078903,catholic
1002563309,hanover
3163080455,pres
768356357,bath
3366861555,holland
3331115802,chap
771771385,heritage
4144073800,apprentices
392135952,crotchet
836982349,grow
380179070,sensitive
3592646531,prominent
955844806,gossett
1737602932,wrath
2185943045,banks
1701859226,sundays
4288463504,schools
918410819,curie
1143459702,complicated
2908759349,victor
3132143830,harvey
2691059967,wade-foster
560918468,trésorière
5049745,dusted
1964430704,working
790137185,lewes
1213715264,existed
2566714303,vagrant
3273996197,cort
1659583072,paper
2387889088,canto
4280899812,rise
201169331,enduring
958519064,anybody
2752791202,signs
3673332977,promoter
3500933563,refinement
1714415908,consulted
3108508345,bristol
2823591413,moonlight
606324483,chuckled
1650330165,inauguration
1234356178,leaves
1104216649,assistants
1343563365,qualities
1911893741,topeka
3284765247,manchester
1524268655,bowed
4090103482,shops
3396515014,almanac
914137132,territory
3693477404,softly
764134737,wanted
591370670,loans
1275144991,climb
1605126510,announcement
1799259815,israel
2419303699,even
3938614053,hamilton
3447169686,taxpayer
436992809,brains
4238704965,necessity
1409656552,standpoint
1921763015,sponsor
2922575613,enabled
936929661,door
1621655742,benefits
1294147221,enders
974285438,dismissal
3698605013,factories
1388678628,congratulated
1879036702,looked
3518924126,filed
3898569513,assist
3255696108,unwomanly
3239816308,cleaning
3196833434,slept
