concept_id,concept_from_alex_street
731547810,combined weight
2691347084,specific legislation
151423204,exact status
2275986364,ten thousand
2936400506,yale college
3744549157,district poets
779351904,anna w
413746769,devout christian
2052502365,legal inferiority
4248674926,exercise self-control
3962430723,raymond b
3113563232,feminist congress
2203599655,home outside
1887512574,professional fraternities
668084654,large burden
1633350345,elicit comment
569432133,took part
1768082676,incoming congress
1729246033,ordinary barristers
3630637574,sadie l
2600066767,non-dangerous occupations
1737321091,princess arthur
424692412,first committee
389459773,poor woman
2036940700,total registration
2063613058,unseasonable hours
479329191,long sleeve
3538415122,william v
1701477107,white writer
1937904615,club decided
3092081032,parish church
660533203,elevator boy
872739565,right woman
2002294724,family life
2625294106,socialist parties
3007254859,christmas joy
2346232679,kings mountain
39964887,charles curtis
2010645945,better day
3019112980,marguerite dumond
587305950,present congress
2202093529,international traffic
1163157968,school authorities
2476736900,master kermit
2806060970,making preparations
2685672655,grade c
4269989087,ten-hours law
4146565748,summary jurisdiction
1175014397,people lose
943900130,said section
4281333313,high leadership
649661476,italian federation
3917318885,fine remitted
1702509397,native land
1398379667,petricha manchester
3760736872,tapley  prof
3661480897,riding races
1251140899,present situation
2597115940,german man
2514542810,de craene
1478780214,black folk
2262219630,must educate
4272877454,long run
2712431949,bright eyes
386232658,maine branch
1620380039,agreeable surprise
2856905458,strange reward
2308573496,given period
3047031383,old theme
241555968,obtain divorce
1090782774,eleventh president
384830098,prime function
389655810,marriage occurred
2785625791,one register
2000842929,edwin c
2010573752,profane language
43702843,excellent shops
1461655890,proposed bill
1499554428,cambridge including
3907175370,really true
3434023519,waterville chamber
1262224261,transportation company
2734298378,merrill e
74291553,make compensation
3927121246,mixed juries
70733858,bishop j
4135935628,butler mission
3070379365,hoicland v
3783495057,feminist associations
3951965446,strauder v
875360472,class-room teachers
1814103632,department leaflets
1067475555,appointed secretary
1199748094,juvenile delinquency
2930413743,juvenile courts
4149109180,gladys whalley
4240349667,colored graduate
3288140864,sheltered woman
4045861143,conference believes
2157087089,benefit performance
