concept_id,concept_from_alex_street
2856504357,minnie patterson
896012292,socialist candidate
847372684,year ago
443900050,new buildings
133142043,madame curie
952898735,clara guthrie
581576435,coe college
2602402956,employment program
1009254042,industrial home
1383601849,two classes
424468337,democratic ticket
686814844,slave state
4172335207,culture club
969441739,la juanita
974367135,personal injuries
4209151082,improvement club
790296858,organized effort
664212376,london branch
4226185025,conditions wholesome
1533116329,large proportion
1045385532,minimum wage
2483832224,industrial legislation
2151362751,ever received
2573568074,state department
619228827,machine shops
3280591100,wage committees
4162503436,western pennsylvania
2994460615,sundry items
1716121459,anything else
286479805,prohibited hours
2732434543,see page
4219459288,lady politicians
2375654144,walter l
3932076237,industrial institute
1745876000,fine arts
2522204406,chairman jones
2832012518,leisured woman
1273031034,school system
4000756402,high degree
4054997108,catholic women
1439104017,legally entitled
288141480,something like
4042103992,equalize conditions
4287491110,transportation workers
1247916487,gila bend
3313392356,race extraction
440566551,senator caraway
2004502369,outstanding activities
2671728775,negro building
3068134432,tomorrow morning
511280716,rilla nelson
1135587498,older men
461072511,may st
409432602,hermann kinnicutt
1198652709,walnut streets
3982555124,liberal party
3827587266,washing machines
3092896446,woman member
3218952002,following reservation
2439266489,industrial laws
3583798822,high tribunal
3699572382,joint committee
3679481002,take part
2942322919,yes yes
3898496064,washington monument
1267927337,one day
1179278440,return home
2508511141,mon fils
3451768585,practice relating
227139507,editorial secretary
2141504915,illegitimate child
3604444612,member states
3985095201,secretart kelley
2199623698,lynch law
2761690509,meeting adjourned
3920626078,congress shall
3822967730,porter v
718874741,criminal division
4189709534,closing hours
1615934925,divorce laws
1186850225,social worker
334600295,woman striker
349117545,closed episode
1237777452,seventh grade
2527493618,one nominee
790963906,interest credited
1999421725,equal rights
3601958791,marital condition
483917362,elevator service
462201207,concurrent resolution
398468413,warm blood
1172133546,hew jersey
1314102787,margaret whittemore
1405422937,devoted wife
3884369503,distinction based
3759003823,slave trade
903972353,viscountess rhondda
2873453633,better conditions
4049062388,mechanical establishments
2244627623,younger women
