concept_id,concept_from_alex_street
750718135,new york branch
746584182,state affairs committee
3649794687,united states enters
1723634863,north carolina college
3642853264,charlotte hawkins brown
2222373657,doctor abraham korn
4163281567,proposed world code
879866048,baroness ishimoto says
2632004534,federal trade commission
4114643288,western hemisphere give
2072785569,rhode island commission
3283580126,phillis wheatley club
921131827,colored student work
283994875,kentucky club women
2910929005,child labor law
182417155,get better conditions
3683722506,second vice president
814121441,children illegally employed
3232041840,thirty hour week
3203291880,roman catholic church
769299760,elizabeth faulkner baker
1432471153,julia west hamilton
987420040,secure separate tabulation
2846182262,whole human family
200985561,wisconsin state branch
2322502882,pan american building
3361489361,red circle spirit
1485212063,limited price stores
77557737,trade union league
1248610634,equal rights envoy
283386807,american economic review
134829072,house immigration committee
2160629340,world court shall
647013492,eight years old
2694390694,special labor laws
4172408784,james mather legacy
2706124775,equal rights envoys
3182787982,hour week bill
3973619319,dear miss paul
1510391758,notorious indian chief
2549745359,good citizenship means
676228553,eight hour day
468985004,public school system
3892000045,past thirty years
2783609957,young colored man
2688351200,national emergency council
2460266967,— current literature
3242767995,school attendance law
3890131648,outer door opens
1090926858,john stuart mill
1485295353,child welfare exhibit
1078678625,unemployment insurance could
2309145487,past two years
1694650962,executive committee meeting
3884317338,inter continental committee
1411981557,equal rights bills
3760928188,families renting rooms
894100325,past twelve months
4156434566,private international law
392723085,foreign affairs committee
2968490644,stock room employees
3255220907,esther jones lee
2952678469,joint administrative board
24473520,jim crow car
5511788,candy wage board
2270372597,one technical advisor
925527088,community real estate
2369165,authorized capital stock
73627706,federal suffrage amendment
1187887840,laws affecting women
3722271781,twenty married women
1245252909,sarah dudley pettey
3856969008,nd vice president
2110034871,married women teaching
640429685,michigan state branch
526295552,wanted laws depriving
431739480,chlora hayes sledge
1053443987,lucia hanna hadley
3745432084,western reserve university
2068958420,equal rights throughout
3332362336,average weekly wage
2633747725,united states nationality
2975425800,forty-four hour week
4019846668,hat women shall
4227328128,eminent food chemists
4273101667,eight hours law
3979535584,northern district federation
1390646216,women railroad workers
1436465562,united states citizen
1616004235,international labour office
1502660630,florence brewer boeckel
1394831231,teresa feodorowna ries
2648239946,english common law
2850963423,equal rights movement
3491495470,international relations committee
1838108099,corresponding secretary lexington
2727394722,equal nationality rights
2194481098,woman suffrage party
3088975036,ida mae myller
3264589185,edna browning ruby
