concept_id,concept_from_alex_street
3619582918,little way
3906155156,room rent
1243285397,good thing
1885230650,obtain damages
595736009,forty-eight states
4122692457,little doubt
637848705,hull said
1235259499,male domination
3183694850,constitutional reform
2442867252,every americanrich
2272988628,american heiresses
1491515875,representative fish
1499585700,pressing problems
456641757,major objectives
323448826,one knows
3517566413,pell said
1679375762,actual youth
3824848586,coming back
1851626345,sir william
3521918029,hysterical nation
3636708532,president lincoln
3394049108,person causes
2552121173,kellogg pact
778972243,odd jobs
4034240301,outside world
4165559561,old basis
344521462,hunton says
3464290569,separate domicile
1708543242,sheltering bars
1567972986,three physicians
2800387245,medical centre
2660472238,made wholesale
1224938141,four farmers
3989907612,sub-human species
2650019921,congress committee
1074312517,pull together
4024369885,perry organized
1297301288,semi-professional women
2851561005,tenement rooms
2968803712,young persons
1709524000,heard tonight
1745064186,obvious reasons
860662840,spare time
2927081836,bucket brigade
604560844,panamerican union
4009518242,prime requisite
901407212,hey looked
1046872420,increase immorality
2070713649,managing editors
3540505209,public duties
3081806706,ferrara resolution
460217059,pethick-lawrence introduced
2238227050,great game
1236163072,every aspect
3937038173,seniority rights
2687550632,walk erect
1467172536,harmon foundation
188606856,farm group
257416019,josephine v
3389275577,one candidate
95272874,great difference
3792207437,brewing syrups
4118179862,adverse circumstances
2321153822,retail business
3288929818,hattie p
785825763,john martin
1796597798,regional conference
2771570256,man-made laws
3581196743,maurice b
3801197475,title page
3737586356,active worker
2108375894,different directions
2627880133,enfranchisement association
1860707551,regional leagues
206853454,rebecca steward
3335492363,right living
2775790650,special laws
3548496711,reserve system
3212805244,consular instructions
2107281365,foreign born
3635269831,maud miner
3591690773,tried together
298186096,however much
2198888444,five rooms
3845594390,ardent worker
274943889,minnie rhine
1893172403,story tells
809600717,manufacturers entitled
3432117134,de priest
179783408,took care
979728347,military duties
578677069,present safety
862143475,inherit property
1807187432,unimportant disabilities
1236498679,alejandro alvarez
2086704918,special object
2778923812,senator simpson
1397083277,extend greetings
3702576881,district police
4146446777,newspaper publicity
