concept_id,concept_from_alex_street
3462736190,independent club
2162656497,abbie owen
1766096479,baker says
4231992292,burned alive
192707403,black belts
3720613723,relief department
1834129358,statistician braxton
973838732,lafe coleman
314256833,adequate wages
1611840021,motor tour
347279502,west movius
1538147034,priceless gift
2788706590,market fund
3735287457,mercantile occupation
2780792223,indispensably necessary
1343305203,departmental opposition
3605860078,october -
4075907839,league assembly
3911332994,bishop coadjutor
3795952403,columbia case
2128027612,grinding toil
1085439584,progressive party
2635893737,go forth
982119061,common program
3005101583,oliver street
2743571861,less fortunate
284248130,make use
2014004223,case came
143278021,receipts contributions
4218638515,unmarried teacher
1204421201,disputed claims
2288449710,vera lewis
1888930238,dogwood lane
3762999304,leo arnstein
1429262703,classification act
3597263395,hospital club
453450295,attack upon
1584722204,done something
980142940,permanent gain
238110062,stage managers
1317990910,many people
3105553752,chamber music
1982716006,washington organized
2588122967,consular service
398960298,rights $
2543453671,political activities
3881359932,starlight club
2120302976,dying men
1840876255,look back
1213837187,church socials
3859696103,cannot conceive
3184863614,home belong
2004940663,women offenders
882948309,two organizations
2299694414,letter reads
1894346286,amount paid
2342063842,different organisations
2957189233,wheatley hospital
767064437,parent-teachers association
1249377726,perfectly clear
2641700632,washington newspapers
3484803933,woman without
102338155,nationality matters
1069769319,march st
2091028610,preventable causes
1022982937,commissioner tone
3412586400,drugs offered
2168216023,free people
2800341323,anthony committee
2304811560,adult man
1749841044,female citizens
4264224101,often wise
1234540867,various times
391540135,peasant woman
1721928393,one party
125064502,general motion
1247182508,committee room
2401833329,commission whereby
3987116101,present laws
4154796966,native tongue
1506954731,old taboos
482308528,one country
118300997,different kinds
1904119497,little parlor
490554530,girls go
2686190014,great deliverance
3273173819,paris congress
3041816468,real advantage
2511865046,one house
3602474546,indian womanhood
2379390831,left shoulder
4293919521,bengali language
4260965954,packing house
2786571577,national issues
2757983774,hossein said
1549180962,practical effect
3166123866,next conference
2978664431,party table
1856452148,multi-hued candy
4129944674,world affairs
