concept_id,concept_from_alex_street
287579612,pyles family
144151898,good play
1481414020,tuskegee woman
2669229733,already begun
2132239016,doctor examine
2268893023,remarkable women
3608569495,arts club
676700645,rented houses
3840432238,uniform  legislation
1688259687,trade practices
1675163831,figures show
303516356,would stop
2510230511,anna e
312101720,commercial  stimulus
166761083,newark speech
320332701,union femenina
854742815,junior department
2900289831,robert moss
3388594568,thirty-six years
816850402,done much
2609949380,club meetings
269167034,toy dealers
2122547423,welfare center
3592023027,carrie crump
2445226287,pray thee
3321773927,mary sims
156083529,economic advancement
164275179,anthony dinner
3768405221,little guests
3889803464,representative owen
2070978913,remond family
1159744486,restless sea
2966229173,millinery board
3667365985,providence woman
2755793844,summer vacations
1814097805,would n
908362946,former secretary
2951337280,shop early
2889686910,must reflect
3111237394,women $
1893640020,three men
3897188192,code adopted
154947534,excess money
2957137957,independent woman
2594497548,homely cover
3668165813,hippolytus club
3142403808,every legislator
2969557212,may apply
156558919,steamship clerks
3316625306,evil effects
1980775262,audible protest
1874102959,final endorsement
294316218,chairman speakers
3550049096,mayflower hotel
1923646618,united women
2873968428,social contact
2942666118,larger place
4232743918,special writer
1047828931,great wealth
1454536139,wenham vs
3098371394,brighter day
3654479561,minnesota federation
1528213481,pouring water
3443143744,happy idea
3457165974,present crisis
2417887752,investigated bakeries
1353725238,administer oaths
3124706936,betcher says
3254813478,asked dr
1580052809,publicity came
628233077,economic responsibility
2638397311,moral strength
2041176390,co-operative home
3630117900,also spoke
1397665636,marie moreland
860258926,frightfulness stories
1743949857,three signatures
3955243211,factory subject
306459688,gloria swanson
1913135782,board felt
2445404397,campaign closed
3837081351,interesting suggestion
1714838262,give notice
2198403661,dominican women
2839670020,de baralt
469901023,loyal member
450222960,final arbiter
2034439316,technical academy
1047483254,mcpherson avenue
3321790921,never recover
2667681090,basic necessity
1426175725,regular functionaries
3445296996,lowell hobart
2464866018,business league
2071770887,educate children
102275367,mother jones
2189278789,comfort kits
3563524826,separate laws
908794624,alexander asked
617376551,organizations interested
