concept_id,concept_from_alex_street
19829302,shacks
1832029076,cell
2356514118,foreword
567496566,renown
930983392,honoring
2906237666,agassiz
896505023,older
953158283,mccoy
3883279621,suttee
2059845006,unclassified
3400130802,gang
1185919423,ambitions
1478353426,compliment
186956033,culminating
511492008,cane
3621290888,murdering
4153508230,covers
3453639099,roles
4082767588,financially
3074343363,heights
1985223594,prolonged
3852151307,stable
238209484,lust
2528427049,kuche
3977547952,feeding
2271948286,emerson
3587531176,coupled
950497532,entirety
389554141,relax
3192196675,repatriation
3822879588,shifts
4107257339,dare
666471648,lament
4242764408,strengthened
1540376829,newcastle
332775343,pendulum
3254749731,wellington
1271790586,forefront
3791238556,deknatel
1457115896,rubber
1437830638,alertness
3308924743,candy-makers
1375545646,pooling
694184907,announcements
2456503002,blocked
284946486,rocking
1167086002,beth
3291173573,injected
3793851365,careless
2908495077,policemen
3768680513,lull
2700624902,believer
3666986406,emanate
756748775,kollontay
3957773457,boyd
1590932479,couper
3462877335,undertaker
2515724528,epidemic
2462944061,taxi-driving
305401655,merged
2599455636,burleigh
1609351226,proposes
1801656625,mowed
237881518,anti-climax
1775804244,brink
4165774207,underlined
1741745081,weighs
1287725194,mohammedanism
3755981942,monkeys
279333500,broadly
3193722074,compelling
1033850728,moreno
617155915,domesticity
673852143,films
1613194936,proprietary
246282999,elliott
326353723,watertown
4049479755,morale
2691272329,benzol
3768408570,justification
2208719819,ill-
2494416986,squatted
3599025553,calanthe
1822415533,halt
3409756525,accorded
4088221362,locals
2793370124,plum
3994405525,plows
720372535,utilize
2755735602,sienkiewicz
1788237172,newtown
2598894937,harold
836162640,justified
1123853284,belonging
763003442,dressing
1511052252,agreements
275723148,concerns
806849656,buttons
3778435859,brightly
1152892896,countrywomen
