concept_id,concept_from_alex_street
1018544608,steelton welfare association
3276891389,civil establishments shall
828220646,salt manufacturing industries
2581790652,give prayerful consideration
1546758840,corresponding secretary louisville
4236160850,say unemployment reserves
1196915780,well-known newspaper columnist
4015867417,southeastern pennsylvania division
2970397259,wage earners association
1106106173,subscriptiontoequalrightsfor three months
4246889886,virginia industrial school
531266331,millinery work rooms
584280337,one million women
85296324,hiss grace drake
1995719521,cœur à toi
2849356338,making work safer
388044083,great english jurist
2446782374,new york attorney
1825722385,mistress margaret brent
135734925,industrial legislation based
1400274567,national wool growers
2242583657,maryland state branch
15639754,federal government service
1182857598,first time since
1494587290,evening journal version
550407516,women needing work
1989111991,outstanding professional woman
261546668,ida wells barnett
617556991,women wage earners
2865791283,wholesome rooming facilities
122786478,rural new yorker
3745943472,like two hands
1244509926,find women employed
3507297009,affect colored women
2987611491,separate establishment lists
2427419239,groaned madame garcia
3404612550,minerva reading club
1304509560,hour bill applying
21958725,often carelessly filled
1422792370,hotel du pont-biltmore
4032558404,national legislative chairman
4083112776,nearly per cent
1811581441,long way since
1367735801,must go forth
2647585866,may appear expedient
4178399957,beautiful silk quilt
191597460,two miles back
3652723158,tenement house inspectors
630726860,rue de berri
4053108204,unemployment problem would
3080185420,florida state branch
1994841275,penn athletic club
2338652445,every woman employed
1059254166,modern egyptian girl
206783424,irish women citizens
3146384818,perfectly absurd things
830240043,rhoda fox graves
1821970121,hallie q brown
3021076040,securing uniform action
3940177583,aged colored people
3806218941,judge genevieve cline
3853557056,interstate commission shall
3672053463,bing law came
3715694915,women complete equality
1178948544,bill already passed
596181283,projected world code
3914008614,last annual meeting
359125945,college club illeg
759790596,one board meeting
2181507443,administration could know
126261552,seneca county courier
2972736975,leonora de alberti
3967820626,douglass high school
930545141,legislation limiting hours
1584436497,intensive educational campaign
1804003092,good government club
2375923893,partridge & company
1124527352,emma mccollom thomas
1814427532,new york bureau
711936597,british industrial court
464218900,permanent international association
2129250967,harvard law review
3713546715,training school graduates
1662266060,anthony memorial dinner
1408047084,federal constitutional amendment
3373541492,colored death rates
743812170,eight week clubs
3499357701,senator william e
4141580277,fola la follette
4203199773,british national council
3788582259,protestant episcopal church
3774597141,state william phillips
844968914,virtuous black woman
276871343,community club house
2318362771,focus public opinion
728558974,madam secretary perkins
2026854712,cereals bread buns
3654573032,john winters brannan
1393401227,kirkpatrick catherine labouisse
655587331,enthusiastic club women
