concept_id,concept_from_alex_street
641739281,home state
4008140750,military hygiene
875529719,came forward
3362111642,fatal drop
3545398612,indorse dana
268492008,fine work
1115050950,moslem men
2473050822,going concern
1988327141,common reader
3648422350,full commission
2753988430,common fight
1289542108,foreign man
3885721037,juries since
3751801795,child none
3321291368,helene granitsch
1364544078,old enemy
3117279735,conference agreed
92296396,dorothy ogle
3061926879,concerted effort
1203512413,education done
1286332253,boards thinking
1289735210,hundred years
1967710332,solemn duty
892664869,sara p
2778336632,little house
2657025949,aircraft mechanics
3599505596,francis mclean
1015033897,cherokee-rose-covered gallery
4199545282,allin excess
67669110,social hall
1984857407,ancient inequality
3689590458,must waive
1158706477,anti-war treaty
919626601,male relatives
431697800,restraining words
2850689078,quorum present
3516947045,potter hall
1941777926,mary tribbett
783649693,local society
3241969664,without exception
1241939907,empty treasury
532598397,cathcart case
497756722,convinced us
2184800210,human experience
1107038552,bela kun
2771871117,first term
290276410,nicholas mitchell
4137950512,louise natali-graham
1363021765,entered heartily
696418261,berlin c
2049431082,resolution introduced
2517269625,reading rooms
300826226,re-elected president
3741139321,every american
497106957,greater number
3833309806,following paragraph
3489940086,department puts
1706735312,indian mines
3071247597,negro girls
926682420,john g
1896348197,labour women
4282134567,wisconsin instance
2444633576,free country
124305637,model woman
1154125973,informal luncheon
157784744,clark howell
588907423,margaret brewer
4202045852,narcotic treaty
2894355901,age died
3724034950,memorial building
1898598814,wiley made
616560834,man said
502060685,caleb avenue
756841230,conditions governing
722672576,fastened upon
3249744551,charles murray
18178386,ella wilson
3297379016,stainless steel
4073110977,forty-eight-hour bill
1326095327,russian woman
1649346194,rachel starts
3006483497,important positions
777194086,us tonight
27295123,burroughs claimed
2416340814,two visitors
2648454346,many trials
4255431607,eighteen states
590267876,good wishes
947939211,waldorf market
1232773120,hexter  prof
2461421328,thirtieth anniversary
1857938303,white-collar jobs
2918049885,modern wife
831514957,frederick c
3370325344,great organization
2973847992,present discriminations
2297854976,school teachers
604644811,fewer hours
972467823,never saw
456653875,elinor wylie
