concept_id,concept_from_alex_street
2171989131,milton
759978847,brooks
3287523818,whiskey
663483501,papez
1692708303,resident
256203260,queens
2729261669,riotous
2077588796,brother
3291065986,grades
2051975107,states
433524563,morton
1555055262,barrass
406197882,desires
2063520286,carey
742297312,culbertson
3457979674,knows
3316611168,ideas
1000380573,silly
1897900290,practically
3409693052,hard-
2726098180,assuming
4222655283,conferences
2052500757,whitehurst
3732026637,whitman
1249910764,hail
499536383,ministry
2597931886,winters
4002827176,love&apos
2006785684,annually
897406785,conscience
1309175046,merchandise
379644323,dudley
3328669182,bodies
881194384,marshall
328080745,banishment
2885563310,foundries
1907833143,negro
2867833392,dictatorship
4055046486,minor
1225088808,monthly
3104028940,invocation
3890833528,baptism
937096133,hague
554016152,anticipation
3266876765,carry
2176250958,january
2351681398,shock
1101919931,presbyterian
1889896654,prevented
1757013376,prophet
253255893,additions
2046438246,campaigning
476647759,scarcely
3102946977,cheyenne
454785730,fairs
610352671,lockwood
2610764023,jennings
818754211,knock
2936453976,prepared
1803919310,removing
1098406827,discussing
515519969,inspire
4124211761,since
2864634895,forfeiture
1651265454,gonzales
2596043988,explain
85247929,desirable
951200105,conductors
235820565,explained
2649521041,attitude
807658684,courtesy
2530867614,succeeded
1907478894,lonnie
1730469505,supra
1774101524,appeal
3372971523,machinery
2500655061,appropriate
3838822718,omitted
901551002,gold
3174689965,oratorio
2331755203,assuring
740826418,fist
2587637489,cook
162926576,revise
3009902865,choirmaster
596311493,impressive
2058030219,lips
1961194956,unlimited
206209170,controlling
4162201203,journal
95142405,mark
1329590660,opposition
943138784,cocoa
696226117,unconstitutional
3530257637,quietly
43388907,camp
988131093,fribourg
741723732,pity
442693982,believes
3426647893,endurance
