concept_id,concept_from_alex_street
3750441672,legislating
2574507786,psychologist
957678214,dedicated
1884694243,longer
3296562784,exempted
3467439204,collection
1815058838,arms
1320809708,journeyed
3932361730,fireplace
61977918,stocking
2570698800,canning
2886702947,cambrides
1283024542,trial
2652042635,retirement
3851845572,aided
978565082,insured
1374284868,wives
3223810152,races
550694445,visit
1480487402,dreaming
3363160177,jimmy
2180327436,bricks
4152938419,cheep
4269680265,exceptional
2388945254,soil
116017409,surgeon-general
3332621412,religious
4091454797,obedience
1483597732,brown
1726033022,organist
3140912324,shoes
1032865929,development
38688686,write
1192206080,estate
2198871881,exempt
3670077381,culture
3977254358,indianapolis
3781300254,abstained
2996442159,appellants
3035247951,approval
2186941958,right
1000236619,correct
2397880685,pursuits
579249530,manhattan
4238630663,came
3192433689,disabled
4120821858,fawcett
1958592850,efficacious
2004393280,compliance
3330159424,churches
2707869617,technique
1070146119,scandinavia
1891823298,statutes
2686061535,schedule
895166384,wore
1020956367,veiller
930045520,tomorrow
2990767768,franchise
940389111,purvis
2010865239,combat
3648561633,trinidad
1220592019,playground
3185051512,intends
4229494130,instincts
2513973552,lunch
3335011900,internes
824337339,musicians
3342794389,consider
12370773,petticoats
2971686158,occurred
184544161,limited
2111052822,addition
3601691287,harmony
3895447891,mercy
741365469,boarders
4213309977,berlin
2057686939,freeman
1865831256,trunk
3093123859,enjoy
911499558,learning
3238224507,morey
579274350,mckenny
4175211874,dealer
1648876188,absolutely
2503317096,handkerchief
3101564449,frenchwomen
1757368356,listen
103211554,legislation
3050927894,notice
4128262002,zelaya
2397296162,noblemen
2534002304,possible
1022261903,moses
1706245066,active
2248811598,chesnutt
3581146286,votes
2942277801,lots
1017182373,infants
4243025479,founded
3541594669,lambs
