concept_id,concept_from_alex_street
2317821176,decreased
765410286,planted
3522146569,lasker
2199659536,pratt
2834918312,entering
1812015087,castellani
3629692901,jones
2669581651,gibbs
1702060973,expressions
1168935857,composers
3434407566,succeed
3989230981,affects
3144557260,eiker
3072291045,whittic
2394146831,dresden
2468393569,confession
29520633,donated
481659833,refunds
2456411506,speakeasies
4113941391,brokenly
1375352721,preserving
126878366,planet
3927789095,success
3144736010,bound
42155861,halleluliah
489341270,mother
3838228893,selection
526240850,honesty
2382770013,netherlands
684620252,architects
1658540274,island
3616056104,hesitated
3456451868,race
1523657231,leginska
499429902,personality
143112935,strong
826706021,opponents
1483257552,allender
1811346375,board
1412446298,ought
1066607929,auscaler
3971048627,club
279737970,passion
3774971276,planning
75166674,worse
1961304966,resulted
2142330347,normal
848919343,commerce
3048084517,duquoin
37636791,indiana
2891608015,faith
4107140786,serious
1531707152,hardship
9537308,levee
2358707738,winner
3786881531,toastmaster
2690474809,played
1664045513,forming
2307893951,clock
3413447524,retailer
56022348,geneva
2008449305,members
3791902828,camaguey
2460560535,ella
911088935,five
3627214409,koran
3346812806,redeemer
1260699561,river
2465060800,build
759769273,orphans
779572150,leason
2873340758,done
1390932164,grandma
2014417244,seriously
3790883103,released
3558560673,message
2054461305,moscow
4206878030,meeting
3276048398,bethel
1784111227,steward
3461907329,strengthen
1214666512,hare
2070454138,italian
3221393810,bowler
4160233766,variance
1355692555,simmons
2884174959,parish
399993348,bank
3952740685,celebration
2793714701,glasgow
1195478302,downing
3132720223,officer
2447606045,little
349286933,sign
3506141363,band
3558168405,constitutionality
2245599066,agent
1517169089,attended
1545959707,fitts
646415469,adding
