concept_id,concept_from_alex_street
2193820163,whole community
3222310301,long experience
1142992679,wheatley home
1359994662,running board
1175778393,women returned
3992364468,essex county
1491168299,reverend w
2820237881,must pay
1278174935,school boards
3292796053,dewey  rev
1377363830,great leaders
2089912165,vegetable garden
3963286801,generation ago
3389996572,first-class colleges
226055553,order work
1274721219,voting machines
2310345963,town hall
3096601281,joanna harris
286116727,farmers admitted
1914894844,n ow
1135442076,state normal
676697121,elected principal
121296138,article ix
2193176727,middle ages
1762683752,living god
2967447132,sidney lovett
123402355,rachel looks
1601949116,advisory officer
2958289868,anthony foundation
1609204574,remind committees
930940814,trades assembly
1482136519,delaware quota
298225741,responsible position
2521045725,old code
2218357965,yellow leaflet
4151788514,kirkland-jenks bill
1352713745,cannot refrain
2760699083,chicago dinner
3577679594,workers recognize
2670682307,conditions approved
3510717667,great demand
165936106,measure providing
4287611842,university graduate
2615389331,rose jenkins
3726138315,hague working
2286502700,fact collection
3187343857,social circles
391905477,elect officers
4144118276,food administrator
664542535,cash registers
2394193749,arizona branch
1641467965,argentine woman
3642916349,material body
209487671,women composing
157841973,vegetable gardens
474647371,centralized action
228424303,blanche alsop
1929564693,keep alive
895294300,modification obligating
1763700373,volunteer effort
28263250,judge sumners
2086129964,word immoral
4208163928,great many
597202550,corrine b
579223497,jurisdictional strikes
641722713,connecting threads
3340750465,long trial
4030202419,dinner meeting
2303482295,day saturday
323653456,catholic party
138279768,hungarian parliament
1163309505,showing women
3185413125,right would
2927761461,born abroad
718906204,action pictures
1393355991,service club
1851937367,indirect service
1386901192,conference recognized
1678441767,late husband
1697389776,western hemispheres
2333852130,maria wilder
1279534599,ever going
3728161958,dancing places
1975954669,union seminary
3764492556,money contributed
1796637363,women serving
2447192717,soviet system
917188442,seventeen committed
231643188,best methods
4136157970,dana pledged
3659188898,flying courses
1057304360,edwards plantation
1097606474,hearty approval
2093265098,old hens
655664889,arbitration series
1370018475,basic interests
405653885,white clerk
4100770253,betty gram-swing
1452947251,rooms rented
266140880,pretty good
