concept_id,concept_from_alex_street
326733543,section repealed
2389366453,married name
3116594167,local celebrities
3614494474,publish names
3349539845,suffrage club
3462644917,charaoui pasha
1295161143,albert johnson
669185084,renee girod
59652692,widely known
2934778407,night-walker loitering
2510926845,industrial leaders
4044937731,literature department
3727524566,physical necessities
2456272589,standard kind
3141238312,white chambermaid-waitresses
1798664687,whatever else
1798115364,professional school
4032206251,tuesday evening
1466665060,work room
2096438065,beautiful roses
3860790665,christian ministry
70465760,industrial program
1438994623,post roads
2911035814,exact date
1398009379,social implications
1962171062,postal telegraph
1756318317,larger houses
3851556498,american father
2957693072,paris edition
2864919958,never failed
2965556365,economic question
1334864285,australian commonwealth
2590197287,open letter
2246347021,ruth g
2263204071,gives birth
853191080,fully recognized
611301202,executive posts
3260545979,single state
1982765731,easy task
3337730779,priscilla stewart
1331479599,woman artist
1016834198,girl caddies
882079520,human consumption
3378084455,must remember
2716703816,public hearing
2398916522,lost unless
1476323186,satisfactory proof
2005937741,chairman committee
1008811292,various things
1928970140,spotsylvania county
891710392,rode sergt
2319473194,lunch rooms
3918256005,lofty aim
2398989836,hosiery workers
3736492941,twenty-two cents
153836116,twelve months
138591848,opinions expressed
728126065,belong equally
2599676731,clerical force
4045971043,kansas kansas
2930149900,louisville committee
469533995,conditions prevailing
2574140387,senator borah
1804278468,old story
3270438407,another woman
2742331936,rural dweller
1288993691,civic department
2438653322,reformed senate
3182331910,mary danner
2965293202,steam laundry
3564082133,collegiate institute
1543799957,negro schools
839913393,patents granted
160620606,marginal industries
2502808216,jacowska peterson
2760454722,competent staff
2626055478,may interest
2696772832,anne goodrich
2612726359,college professor
1536449827,many thanks
2804810320,oh god
637066109,slave girl
2979168601,halidé edib
1030864125,hand may
109019988,lucretia coleman
1375089343,sunday rest
820796763,calling attention
207706957,adequate wage
1358573123,always wash
4179372691,christian leadership
2862400347,national problems
3441139674,article xv
1160741364,rachel rises
3248060346,penal law
430748369,american academy
2848112862,different crystal
725461660,villa ridge
217135223,pope yeatman
811646226,sadie b
1757547680,bryn mawr
