concept_id,concept_from_alex_street
1850909502,bank exchange
1386867094,norwegian women
2206228972,nina allender
2764379755,league request
2735551556,practicing law
682890741,post office
1556252014,every death
73385875,coffee saleswoman
1059610348,nd street
1493898925,monetary achievement
2866745302,mass production
1645526625,indecent manner
752909301,ever gone
649655316,women fliers
517602293,jordan v
1283179608,agnes morey
356515063,mere feminism
3872908367,sparkling light
1711067791,left columbus
3122501823,given power
363727374,full agreement
1063035624,mcloughlin bros
2201102168,old-fashioned machines
4277651275,time spent
2682197389,legislative hearing
2019268068,inarticulate women
2500432114,normal condition
4040843996,general electorate
3897100516,said katherine
189340582,sierra madre
1647135831,economic freedom
166887848,enlightened states
2580110261,passport issued
2629437746,complete power
2171013279,free spirit
4170453697,cooper union
1390585252,great surprise
3990643778,self culture
2857632049,harry j
1820914021,mary agnes
3962338186,professional world
2792450754,social needs
79699142,wednesday afternoons
1152097809,property laws
335867635,petit parisien
2462896190,jobs outside
1921889030,blanket bill
2777346765,many clubs
1784113564,women married
4121069530,great riches
1850998919,eleventh congress
894641944,later campaign
2563871279,chairman made
2692008572,texas const
3246247601,john mapps
2972595229,glyndon club
568727052,federal court
2567407444,women representing
1869334017,austrian ministry
2929638170,another article
2583994620,eva legallienne
1053641623,aunt jemima
3120128964,kindly let
2594954375,would put
1072774117,manifestly unfair
830360782,passport division
3006216351,next steps
3705322336,swarthmore college
4226485092,simply wish
2753946973,brave woman
1242869724,curtis  hon
1110858344,wholesome condition
4091921200,motion picture
1155321902,four employes
3946132679,criminal offense
273515512,tax appeals
3080926907,thou didst
575732010,roland meisenbach
2491982445,gertrude b
538153804,quivering lips
2740460036,inferior class
4276837042,would call
144882087,distributed among
3342362049,mathematical equality
403789072,jeannette rankin
1353301235,thin woman
1539918953,vast majority
1125243825,normal rate
356862624,financial drive
1612143296,wage-earning youth
3114906955,national avoman
4176321266,government pay-rolls
3461756884,one sees
3161572218,adequate equipment
56244322,jaroslav brabec
4266110334,woodbrooke school
305658013,warmest congratulations
3159296369,given largely
1255922830,permanent code
3428910779,average span
