concept_id,concept_from_alex_street
487360518,marchers
3371818616,gatherings
1174691187,hide
1951104293,tube
2451464748,gasoline
3800560075,awaken
2583709641,flap
1318226565,ventilation
1374531284,condones
911148644,penitentiary
2761626607,designate
2224427406,imbued
2258984629,fictions
84165709,terrific
1672055154,tout
2354321938,messages
3083181695,reminded
1963014185,gander
2601192593,keenly
3229855122,kollontai
268944654,brutal
112933098,patterns
3580060791,nets
1604746909,eventually
4017745821,self-improvement
2126377222,immortals
3763696028,cereals
174350358,mcgaughy
2040894460,chambermaid
574219093,frissell
2964882000,mcpherson
353169492,yielded
3443146676,mcnelis
1408993138,forwarded
628162558,nearer
462789672,stipulation
49745696,threatening
189228528,ambush
2137154678,fiance
3079830564,chefand
1634168742,unskilled
963806021,borah
2492637146,pregnancy
3685083430,newell
3650549300,amid
389692847,wurttemberg
3827937708,denote
1673404928,fastened
3777510153,cuttings
1903212502,self-reliant
3283791760,concentration
823628405,heymann
3785878716,naught
425533175,jars
3545385380,yellow
1338134446,noyes
3999999695,fire-place
1322874873,gustav
2424643306,consecration
982093477,cardboard
4284965670,exalted
2189231582,amen
2551251183,bishops
2534567656,lineage
3829358338,impeachment
1467365421,broadening
3941019132,borrowed
2810079574,banquets
2139703488,graubart
99962816,rutherford
3673999095,negress
4133060062,adequacy
2509555053,punishing
2168021497,caravans
908297715,stool
1702756180,aesop
96113367,swarthmore
173960544,edward
2969827648,tinkering
180239805,georgetown
1305085020,modernization
2252465153,billions
3466651860,scarcity
3831818205,speaks
811137273,theology
4031181738,suppers
3283320798,theories
3854453929,incisors
1465037070,erva
2384288977,basements
437524404,heated
3592944704,hates
1169341632,reid
2236665219,painesville
619575215,streams
4211414665,unfairly
705625859,enlightened
1156019309,christiana
676732585,drake
1195376619,wizened
